white,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
0,7,0.975,0.04,2,0.087,12,67,0.99565,3.35,0.6,9.4,4
0,9.1,0.795,0,2.6,0.096,11,26,0.9994,3.35,0.83,9.4,6
0,6.9,0.5,0.04,1.5,0.085,19,49,0.9958,3.35,0.78,9.5,5
1,6.5,0.39,0.35,1.6,0.049,10,164,0.99516,3.35,0.51,9.7,5
0,9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,5
0,9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,5
0,7,0.69,0,1.9,0.114,3,10,0.99636,3.35,0.6,9.7,6
0,7.7,0.53,0.06,1.7,0.074,9,39,0.99615,3.35,0.48,9.8,6
0,8,0.725,0.24,2.8,0.083,10,62,0.99685,3.35,0.56,10,6
0,9.9,0.72,0.55,1.7,0.136,24,52,0.99752,3.35,0.94,10,5
0,7.2,0.58,0.03,2.3,0.077,7,28,0.99568,3.35,0.52,10,5
1,6.1,0.46,0.32,6.2,0.053,10,94,0.99537,3.35,0.47,10.1,5
0,6.7,0.675,0.07,2.4,0.089,17,82,0.9958,3.35,0.54,10.1,5
0,7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,5
0,7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,5
1,7.1,0.21,0.28,2.7,0.034,23,111,0.99405,3.35,0.64,10.2,4
1,7.1,0.21,0.28,2.7,0.034,23,111,0.99405,3.35,0.64,10.2,4
0,7.7,0.915,0.12,2.2,0.143,7,23,0.9964,3.35,0.65,10.2,7
0,6.6,0.64,0.31,6.1,0.083,7,49,0.99718,3.35,0.68,10.3,5
1,6.6,0.295,0.24,1.6,0.039,29,140,0.99304,3.35,0.61,10.4,7
1,6.6,0.26,0.24,7.2,0.038,28,137,0.9952,3.35,0.6,10.4,6
1,6.6,0.54,0.21,16.3,0.055,41,182,0.9986,3.35,0.54,10.4,6
0,6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,6
0,6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,6
0,7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5,5
0,7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5,5
0,7,0.51,0.09,2.1,0.062,4,9,0.99584,3.35,0.54,10.5,5
0,7,0.43,0.02,1.9,0.08,15,28,0.99492,3.35,0.81,10.6,6
1,5.8,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,7
1,5.6,0.28,0.27,3.9,0.043,52,158,0.99202,3.35,0.44,10.7,7
1,5.6,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,7
0,8.1,0.33,0.44,1.5,0.042,6,12,0.99542,3.35,0.61,10.7,5
0,6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,6
0,6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,6
1,7,0.35,0.24,1.9,0.04,21,144,0.9923,3.35,0.38,11,5
0,7.3,0.55,0.01,1.8,0.093,9,15,0.99514,3.35,0.58,11,7
1,7.6,0.2,0.34,1.8,0.041,42,148,0.99335,3.35,0.66,11.1,6
0,9.2,0.43,0.52,2.3,0.083,14,23,0.9976,3.35,0.61,11.3,6
1,5.1,0.26,0.33,1.1,0.027,46,113,0.98946,3.35,0.43,11.4,7
0,7.9,0.34,0.42,2,0.086,8,19,0.99546,3.35,0.6,11.4,6
1,5.9,0.29,0.32,1.4,0.022,17,47,0.9899,3.35,0.35,11.5,6
0,6.6,0.58,0.02,2,0.062,37,53,0.99374,3.35,0.76,11.6,7
1,5.8,0.35,0.29,3.2,0.034,41,151,0.9912,3.35,0.58,11.63333333,7
0,8.6,0.42,0.39,1.8,0.068,6,12,0.99516,3.35,0.69,11.7,8
1,6.3,0.34,0.27,2.5,0.024,40,152,0.99095,3.35,0.6,11.9,7
0,7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,6
0,7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,6
0,7.2,0.53,0.14,2.1,0.064,15,29,0.99323,3.35,0.61,12.1,6
0,7.3,0.34,0.33,2.5,0.064,21,37,0.9952,3.35,0.77,12.1,7
1,7.1,0.34,0.31,5.2,0.032,36,140,0.99166,3.35,0.47,12.3,7
1,6.1,1.1,0.16,4.4,0.033,8,109,0.99058,3.35,0.47,12.4,4
0,7.1,0.16,0.44,2.5,0.068,17,31,0.99328,3.35,0.54,12.4,6
1,5.7,0.22,0.28,1.3,0.027,26,101,0.98948,3.35,0.38,12.5,7
0,8.9,0.43,0.45,1.9,0.052,6,16,0.9948,3.35,0.7,12.5,6
1,5.9,0.21,0.31,1.8,0.033,45,142,0.98984,3.35,0.5,12.7,6
